Name;Country;Potential emissions (Gt CO2);Fuel;New project;Latitude;Longitude;Start year;Description;Operator;Operator copy;Banks;
Lijiahao Coal Mine;China;15.0;Coal;;38.7;107.6;2009;The Lijiahao Coal Mine is situated in the Shaanxi Province of China and is operated by the Shaanxi Coal and Chemical Industry Group Co., Ltd. The mine produces around 40 million tonnes of coal annually and supplies the energy needs of the nearby cities. The mine was opened in 2009 and has been in operation since then.;Shaanxi Coal and Chemical Industry Group Co.;Shaanxi Coal and Chemical Industry Group Co.;;
Liuzhuang Coal Mine;China;15.0;Coal;;36.7;119.8;2005;The Liuzhuang Coal Mine, located in the province of Shandong, China, is one of the largest coal mines in the world. The mine has been in operation since 2005, producing an estimated 4 million tones of coal per year. The Liuzhuang Coal Mine is owned by the Shandong Energy Group, a state-owned coal mining company.;Shandong Energy Group;Shandong Energy Group;;
Xinjiang (CNPC);China;14.0;Oil&Gas;;42.8;85.5;2006;Xinjiang (CNPC) is a large-scale oil and gas project located in the Xinjiang region of China. The project was initiated in 2006 by the China National Petroleum Corporation (CNPC) and is now one of the largest oil and gas production projects in the world. The project includes the exploration and development of several oil and gas fields, and construction of pipelines, processing plants, power generation, and other related facilities.;China National Petroleum Corporation (CNPC);China National Petroleum Corporation (CNPC);;
Xiaojiawa Coal Mine;China;18.0;Coal;;29.1;106.9;2013;Xiaojiawa Coal Mine is an open-pit coal mine located in the Chongqing Municipality in China. The mine opened in 2013 and is operated by the China Shenhua Energy Company. It produces coal for power generation and is expected to produce around 8 million tonnes of coal each year.;China Shenhua Energy Company;China Shenhua Energy Company;;
Buliangou Coal Mine;China;18.0;Coal;;39.9;109.9;2009;The Buliangou Coal Mine is located in the Inner Mongolia Autonomous Region of China and is operated by the China Shenhua Energy Co. It is one of the largest coal mines in the region, producing an estimated 30 million metric tons of coal annually. The mine was opened in 2009 as part of the Shenhua Group’s expansion of its coal mining operations.;China Shenhua Energy Co.;China Shenhua Energy Co.;;
Shenhua Heidaigou Surface Coal Mine;China;27.0;Coal;;40.6;117.6;2005;Shenhua Heidaigou Surface Coal Mine is a large open-pit coal mine located in Inner Mongolia, China. It is owned and operated by the Shenhua Group and has been in operation since 2005. The mine produces coal for the energy needs of China’s rapidly growing economy.;Shenhua Group;Shenhua Group;;
Zhangji Coal Mine;China;22.0;Coal;;31.9;118.6;1998;The Zhangji Coal Mine is an open-pit coal mine located in the northern part of China in the province of Hubei. It was opened in 1998 and is the largest coal mine in the region. The main purpose of the mine is to provide coal for the local power plants in order to meet the increasing demand for energy. The mine is owned by the state-owned China National Coal Group Corporation and employs approximately 1,000 people.;China National Coal Group Corporation;China National Coal Group Corporation;;
Wucaiwan No.1 Coal Mine;China;33.0;Coal;New project;24.8;103.9;2003;The Wucaiwan No.1 Coal Mine is a large-scale open-pit coal mining project located in the Guangxi Zhuang Autonomous Region of China. The project was first proposed in 2001 and commenced operations in 2003. The total investment of the project is estimated to be around one billion yuan, with a planned production capacity of three million tonnes of coal per annum.;Wucaiwan Mining Co.;Wucaiwan Mining Co.;;
Wangwa Coal Mine;China;11.0;Coal;New project;27.6;119.8;2009;The Wangwa coal mine is an open-pit coal mine located in the Huainan coalfield in Anhui province, China. The coal mine has an annual production capacity of 10 million tonnes of coal. The Wangwa coal mine was initially developed by the Anhui Huainan Mining Company, a subsidiary of the China Huaneng Group. The mine has been in operation since 2009, and is currently owned and operated by the China Huaneng Group.;China Huaneng Group;China Huaneng Group;;
Wangjiata Coal Mine;China;16.0;Coal;;31.0;108.8;2006;The Wangjiata Coal Mine is a large scale coal mining project located in the Inner Mongolia Autonomous Region of China. It was established in 2006 by the China National Coal Group Corporation, and is one of the largest coal mines in the region. The mine produces coal for the local power industry and produces an estimated 5.2 million tonnes of coal per year.;China National Coal Group Corporation;China National Coal Group Corporation;;
Sanjiao No.1 Coal Mine;China;14.0;Coal;New project;27.2;120.4;1971;The Sanjiao No.1 Coal Mine is an open-pit coal mine in Fujian Province, China. The mine opened in 1971 and was the first open-pit coal mine in the province. It is owned and operated by the Fujian Provincial Coal Mining Company and has an annual production capacity of 1.2 million tons of coal.;Fujian Provincial Coal Mining Company;Fujian Provincial Coal Mining Company;;
Shengli;China;15.0;Oil&Gas;;36.5;118.1;1971;The Shengli oilfield is one of the largest oilfields in China and has been in production since 1971. It is located in Shandong province, China and is operated by China Petroleum and Chemical Corporation (Sinopec). The oilfield is estimated to contain approximately 1.2 billion tons of oil reserves and is estimated to produce 600,000 barrels of oil per day. The project is focused on increasing production, improving efficiency and developing new technologies.;China Petroleum and Chemical Corporation (Sinopec);China Petroleum and Chemical Corporation (Sinopec);;
Guqiao Coal Mine;China;20.0;Coal;;33.5;111.8;2007;The Guqiao Coal Mine is a coal mine located in the Henan province of China. It is owned and operated by China Huaneng Group, and is one of the main contributors to the province's coal production. The mine has been in operation since 2007, and has an annual capacity of 1.5 million tonnes.;China Huaneng Group;China Huaneng Group;;
Longmaxi Shale (Sichuan/Changyu);China;22.0;Oil&Gas;;30.7;104.1;2017;The Longmaxi Shale project is a joint venture between the Chinese company Changyu Petroleum Exploration and the Sichuan Energy Investment Group. The project was launched in 2017 to develop tight oil and natural gas resources in the Longmaxi Formation of the Sichuan Basin. The project is expected to produce up to 1.2 million barrels of oil equivalent per day by 2020.;Changyu Petroleum Exploration and Sichuan Energy Investment Group;Changyu Petroleum Exploration and Sichuan Energy Investment Group;;
Muduchaideng Coal Mine;China;17.0;Coal;New project;40.0;121.5;2010;Muduchaideng Coal Mine is an open-pit coal mine located in the northern province of Heilongjiang, China. It was established in 2010 and is operated by Shenhua Group. The mine is used to extract coal for use in local power plants and other industrial sectors.;Shenhua Group;Shenhua Group;;
Antaibao Surface Mine;China;12.0;Coal;;39.0;107.2;2005;Antaibao Surface Mine is a large open-pit coal mining project located in China's Shaanxi province. The project was started in 2005 and is operated by the China National Coal Group Corporation. It produces over 10 million tons of coal annually and is the largest open-pit coal mine in China.;China National Coal Group Corporation;China National Coal Group Corporation;;
Kouzi East Coal Mine;China;10.0;Coal;;37.0;113.6;2019;Kouzi East Coal Mine is a large-scale coal mining project owned by the China National Coal Group. The project, located in Kouzi Town, Linfen City, in the Shanxi Province of China, has an estimated production capacity of 15 million tonnes of coal a year.;China National Coal Group;China National Coal Group;;
Hanglaiwan Coal Mine;China;18.0;Coal;;29.6;110.6;2009;The Hanglaiwan Coal Mine is located in the Huayuankou area of China's Shandong Province. The mine is operated by the China National Coal Group and is one of the largest coal mines in the country. It produces over 20 million tonnes of coal annually and supplies its coal to coal-fired power plants and other industrial facilities across China.;China National Coal Group;China National Coal Group;;
Sijiazhuang Coal Mine;China;16.0;Coal;;36.4;114.6;2002;The Sijiazhuang Coal Mine is a coal mining project located in the city of Sijiazhuang, in the Shijiazhuang district of Hebei Province, China. The project began operations in 2002 and is currently operated by the Shijiazhuang Coal Mining Group. The mine has an estimated capacity of 4.8 million tons per year and is a major contributor to the local economy.;Shijiazhuang Coal Mining Group;Shijiazhuang Coal Mining Group;;
Sihe Coal Mine;China;10.0;Coal;;36.9;106.6;2011;The Sihe Coal Mine is located in the Inner Mongolia Autonomous Region of China. It is owned and operated by China National Coal Group and is the largest coal mine in the region, producing 20 million tons of coal annually. The mine is also an important source of employment for the local communities.;China National Coal Group;China National Coal Group;;
Qinghua No.7 Coal Mine;China;34.0;Coal;New project;32.1;102.8;2004;Qinghua No.7 Coal Mine is a large-scale open-pit coal mine located in Qinghua County, China. It is owned and operated by the Chinese state-owned mining company Qinghua Mining Group. The mine is estimated to produce over 2.5 million tonnes of coal per year and is the largest open-pit coal mine in China. The mine was opened in 2004 and is expected to continue operations until 2050.;Qinghua Mining Group;Qinghua Mining Group;;
Xinwen Ili No.1 Coal Mine;China;45.0;Coal;New project;43.9;81.3;;Located in the Xinjiang Uygur Autonomous Region, this project focuses on coal production to meet the increasing energy demand in the region and nationwide.;Xinjiang Xinwen Mining Group Co.;Xinjiang Xinwen Mining Group Co.;;
Inner Mongolia Erlintu Coal Mine;China;22.0;Coal;New project;43.6;115.1;2005;The Inner Mongolia Erlintu Coal Mine is an open-pit coal mining operation located in the Ordos Basin of Inner Mongolia, China. The mine has been in operation since 2005 and is owned by the Inner Mongolia Yitai Coal Company. It is one of the largest coal mines in the region, producing nearly 11 million tonnes of coal annually.;Inner Mongolia Yitai Coal Company;Inner Mongolia Yitai Coal Company;;
