Carbon_bomb_name_source_CB,Country_source_CB,World_region,Potential_GtCO2_source_CB,Fuel_type_source_CB,GEM_id_source_GEM,GEM_url_source_GEM,Latitude,Longitude,Latitude_longitude_source,Operators_source_GEM,Parent_company_source_GEM,Companies_involved_source_GEM,Multiple_unit_concerned_source_GEM,Carbon_bomb_description,Carbon_bomb_start_year,Status_source_CB,Status_source_GEM,Status_lvl_1,Status_lvl_2
Gare Pelma Sector II,India,Asia,1.3103,Coal,M0519,https://www.gem.wiki/Gare_Palma_I_coal_mine,22.11866,83.53358,GEM,Gujarat State Electricity Corporation,Gujarat State Electricity Corporation (100.0%),Gujarat State Electricity Corporation (100.0%),,"Gare Palma-I coal mine is a proposed mine complex, producing 21 million ton-per-annum (MTPA), with 15 million tonnes from opencast operations, and 6 million tonnes from underground operations, in Chhattisgarh state, India.",No start year available,not started,proposed,proposed,not started
Garzweiler Coal Mine,Germany,Europe,1.32209,Coal,M0452,https://www.gem.wiki/Garzweiler_mine,51.0839989,6.4529844,GEM,RWE Power,RWE Power (100.0%),RWE Power (100.0%),," The Garzweiler coal mine is one of Europe's largest open-pit mines, and is operated by RWE Power in North-Rhine Westphalia, Germany.",1940,operating,operating,operating,operating
Gazprom dobycha Nadym,Russia,Europe,1.286567712,Oil&Gas,OG0012046|OG0012037|OG0012048,https://www.gem.wiki/Medvezhye_Gas_Field_(Russia)|https://www.gem.wiki/Bovanenkovskoye_Oil_and_Gas_Field_(Russia)|https://www.gem.wiki/Yamsoveiskoye_Gas_Field_(Russia),67.25,74.666667,GEM,OOO Gazprom DobychaNadym|OOO Gazprom Dobycha Nadym|OOO Gazprom Dobycha Nadym,Gazprom (100.0%)|Gazprom (100.0%)|Gazprom (100.0%),Gazprom (100.0%)|Gazprom (100.0%)|Gazprom (100.0%),Medvezhye|Bovanenkovskoye|Yamsoveiskoye,No description available,No start year available,operating,operating,operating,operating
Gazprom dobycha Orenburg,Russia,Europe,1.593313222,Oil&Gas,OG0012043,https://www.gem.wiki/Orenburgskoye_Gas_Field_(Russia),51.029,55.065,GEM,OOO Gazprom Dobycha Orenburg,Gazprom (100.0%),Gazprom (100.0%),,Orenburgskoye Field (Оренбургское газоконденсатное месторождение) is an operating gas field in Russia.,1974,operating,operating,operating,operating
Gazprom dobycha Yamburg,Russia,Europe,8.863793695,Oil&Gas,OG0012039,https://www.gem.wiki/Yamburgskoye_Gas_Field_(Russia),68.000833,75.998611,GEM,OOO Gazprom Dobycha Yamburg,Gazprom (100.0%),Gazprom (100.0%),,Yamburgskoye Field (Ямбургское) is an operating gas field in Russia.,1991,operating,operating,operating,operating
Gething Coal Mine,Canada,North America,2.0808216,Coal,M0144,https://www.gem.wiki/Gething_coal_mine,56.038803,-122.305087,GEM,CKD Mines,CKD Mines (100.0%),CKD Mines (100.0%),,"Gething Mine is a proposed underground coal mine, operated by Canadian Kailuan Dehua (CKD) Mines, producing 3 million tonnes per annum, near Hudson's Hope, British Columbia, Canada.",No start year available,not started,shelved,shelved,not started
Gevra Coal Mine,India,Asia,2.43019602,Coal,M0527,https://www.gem.wiki/Gevra_coal_mine,22.336312,82.545748,GEM,South Eastern Coalfields Limited (SECL),Coal India (100.0%),Coal India (100.0%),,"The Gevra coal mine is an opencast mine complex with a peak capacity of 49 million tonnes-per-annum (MTPA) in Korba, Chhattisgarh, India.",No start year available,operating,operating,operating,operating
Ghawar Ain Dar N,Saudi Arabia,Asia,2.088574939,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.25571077886263,49.289599515685154,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),," The Ghawar Oil and Gas Field is an operating conventional oil and gas field in Saudi Arabia, generally regarded as the largest conventional oil field in the world.",1951,operating,operating,operating,operating
Ghawar Ain Dar S,Saudi Arabia,Asia,1.43464453,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.159591058062457,49.22298473325253,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),," The Ghawar Oil and Gas Field is an operating conventional oil and gas field in Saudi Arabia, generally regarded as the largest conventional oil field in the world.",1951,operating,operating,operating,operating
Ghawar Haradh,Saudi Arabia,Asia,6.966827829,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.13263279231009,49.169092768142,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),," The Ghawar Oil and Gas Field is an operating conventional oil and gas field in Saudi Arabia, generally regarded as the largest conventional oil field in the world.",1951,operating,operating,operating,operating
Ghawar Hawiyah,Saudi Arabia,Asia,4.649714459,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.20079120452993,49.2752273953512,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),," The Ghawar Oil and Gas Field is an operating conventional oil and gas field in Saudi Arabia, generally regarded as the largest conventional oil field in the world.",1951,operating,operating,operating,operating
Ghawar Shedgum,Saudi Arabia,Asia,5.695002943,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.15906577580844,49.30595162946872,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),," The Ghawar Oil and Gas Field is an operating conventional oil and gas field in Saudi Arabia, generally regarded as the largest conventional oil field in the world.",1951,operating,operating,operating,operating
Ghawar Uthmaniyah,Saudi Arabia,Asia,19.22190525,Oil&Gas,OG0014112,https://www.gem.wiki/Ghawar_Oil_and_Gas_Field_(Saudi_Arabia),25.13218796204356,49.28515918442645,GEM,Saudi Aramco,No informations on company (100.0%),Saudi Aramco (100.0%),," The Ghawar Oil and Gas Field is an operating conventional oil and gas field in Saudi Arabia, generally regarded as the largest conventional oil field in the world.",1951,operating,operating,operating,operating
Goldwyer Shale,Australia,Oceania,4.468806417,Oil&Gas,No informations available on GEM,No informations available on GEM,-24.77841484250414,134.74538234489086,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Goonyella-Riverside Coal Mine,Australia,Oceania,2.18219496,Coal,M0043,https://www.gem.wiki/Goonyella_Riverside_mine,-21.792321,147.962045,GEM,"Queensland Coal, BHP Mitsubishi Alliance (BMA)",BHP (50.0%);Mitsubishi Corporation (50.0%),BHP (50.0%);Mitsubishi Corporation (50.0%),," The Goonyella Riverside mine is an open cut coal mine, operated by BHP Billiton Mitsubishi Alliance (BMA), near Moranbah in the Bowen Basin in Queensland, Australia.",1989,operating,operating,operating,operating
Gorgon LNG T1-T3,Australia,Oceania,1.931000175,Oil&Gas,No informations available on GEM,No informations available on GEM,-24.71492331052776,134.82409377381023,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Greater Burgan,Kuwait,Asia,8.341919008,Oil&Gas,OG0012421,https://www.gem.wiki/Greater_Burgan_Oil_and_Gas_Complex_(Kuwait),29.07838,47.98141,GEM,,No informations on company (100.0%),No informations on company (100.0%),,Greater Burgan Complex is an operating oil and gas complex in Kuwait.,No start year available,operating,operating,operating,operating
Greater Liza (Liza),Guyana,South America,1.002783934,Oil&Gas,No informations available on GEM,No informations available on GEM,4.8417097,-58.6416891,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Greater Soutpansberg Coal Project,South Africa,Africa,2.80377372,Coal,M0898,https://www.gem.wiki/Greater_Soutpansberg_Project,-22.881211,29.661589,GEM,MC Mining,MC Mining (74.0%);Rothe Investments (26.0%),MC Mining (74.0%);Rothe Investments (26.0%),,"The Greater Soutpansberg Project is a proposed group of opencast mines, owned by MbeuYashu (Pty), a company jointly owned by MC Mining Limited and Rothe Investments (Pty) Ltd. It is expected to produce a combined total of 16.4 million tonnes per annum, in Makhado, Vhembe, Limpopo, South Africa.",No start year available,not started,proposed,proposed,not started
Greater Turbot (Stabroek),Guyana,South America,1.114423675,Oil&Gas,OG0013080,https://www.gem.wiki/Stabroek_Oil_and_Gas_Block_(Guyana),7.9904,-57.0997,GEM,ExxonMobil,ExxonMobil Corporation (45.0%);Hess Corporation (30.0%);CNOOC International (25.0%),ExxonMobil Corporation (45.0%);Hess Corporation (30.0%);CNOOC International (25.0%),,The Stabroek Block is an operating oil and gas block in Guyana.,No start year available,not started,operating,operating,operating
Grootegeluk Coal Mine,South Africa,Africa,6.87204672,Coal,M0900,https://www.gem.wiki/Grootegeluk_coal_mine,-23.657141,27.566687,GEM,Exxaro Coal,Exxaro (100.0%),Exxaro (100.0%),," The Grootegeluk coal mine is a surface mine complex near Lephalale, Limpopo Province, South Africa. The mine is owned by Exxaro Coal, a wholly owned subsidiary of the South African mining company Exxaro.",2022,operating,operating,operating,operating
Gulf Coast Centre Offshore,United States,North America,1.106200913,Oil&Gas,No informations available on GEM,No informations available on GEM,39.73895208354269,-100.40252992624193,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Gulf Deepwater Offshore,Mexico,North America,2.204840846,Oil&Gas,No informations available on GEM,No informations available on GEM,23.57220125741244,-102.0357869362441,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,not started,,not started,not started
Guojiatan Coal Mine,China,Asia,2.1613851,Coal,M0227,https://www.gem.wiki/Guojiatan_coal_mine,38.611469,109.809687,GEM,Shaanxi Yulin Energy Group Guojiatan Mining Company,Shaanxi Yulin Energy Group (100.0%),Shaanxi Yulin Energy Group (100.0%),,"郭家滩煤矿,建设地点位于陕西省榆林市榆阳区境内，矿井建设规模1000万吨/年。",No start year available,not started,proposed,proposed,not started
Guojiawan Coal Mine,China,Asia,1.87688292,Coal,M1128,https://www.gem.wiki/Fugu_Guojiawan_mine,39.278743,110.39397,GEM,Yulin Shenhua Energy,China Energy (37.0%);Shaanxi Coal and Chemical Group (18.0%);Fugu State-Owned Asset Management and Operation Company (21.0%);Others (24.0%),China Energy (37.0%);Shaanxi Coal and Chemical Group (18.0%);Fugu State-Owned Asset Management and Operation Company (21.0%);Others (24.0%),,郭家湾煤矿 生产规模为800万吨／年，由榆林神华能源有限责任公司负责推进建设运营工作。,No start year available,operating,operating,operating,operating
Guqiao Coal Mine,China,Asia,2.029181352,Coal,M0229,https://www.gem.wiki/Guqiao_Coal_Mine,32.821408,116.545709,GEM,Huainan Mining Group,Huaihe Energy (83.0%);China Cinda Asset Management (8.0%);China Energy (3.0%);Others (6.0%),Huaihe Energy (83.0%);China Cinda Asset Management (8.0%);China Energy (3.0%);Others (6.0%),,顾桥煤矿 位于安徽省凤台县顾桥镇，生产能力为900万吨。,No start year available,operating,operating,operating,operating
Haerwusu Surface Mine,China,Asia,2.0804889,Coal,M0230,https://www.gem.wiki/Haerwusu_Surface_Mine,39.731044,111.258324,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),,"中国神华能源股份有限公司哈尔乌素分公司（哈尔乌素露天矿） 建设规模为3500万吨/年, 位于内蒙古自治区鄂尔多斯市准格尔旗薛家湾镇东部。由中国神华能源股份有限公司哈尔乌素分公司开发管理。",No start year available,operating,operating,operating,operating
Halagou Coal Mine,China,Asia,1.25939088,Coal,M0231,https://www.gem.wiki/Halagou_Coal_Mine,39.232488,110.076802,GEM,China Shenhua Energy,China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),China Energy (69.0%);HKSCC Nominees Limited (17.0%);Others (14.0%),,中国神华能源股份有限公司哈拉沟煤矿 位于陕西省榆林市神木县大柳塔镇，生产能力为1600万吨/年。,No start year available,operating,operating,operating,operating
Halfayah,Iraq,Asia,1.409043856,Oil&Gas,OG0011979,https://www.gem.wiki/Halfaya_Oil_Field_(Iraq),31.546,47.451,GEM,PetroChina,China National Petroleum Corporation (37.5%);TotalEnergies (18.8%);Petroliam Nasional Berhad (Petronas) (18.8%);Basra Oil Company (24.9%),China National Petroleum Corporation (37.5%);TotalEnergies (18.8%);Petroliam Nasional Berhad (Petronas) (18.8%);Basra Oil Company (24.9%),,Halfaya Field is an operating oil field in Iraq.,2012,operating,operating,operating,operating
Hambach Coal Mine,Germany,Europe,1.7054961,Coal,M0453,https://www.gem.wiki/Hambach_mine,50.891826,6.5734464,GEM,RWE Power,RWE Power (100.0%),RWE Power (100.0%),," The Hambach mine is a surface coal mine, operated by RWE Power in Niederzier and Elsdorf, North Rhine–Westphalia, Germany.",1978,operating,operating,operating,operating
Hamilton County Mine No.1,United States,North America,1.184779292,Coal,M1079,https://www.gem.wiki/Mine_No._1_(White_Oak_Mine),38.1702261,-88.6013872,GEM,Hamilton County Coal,Alliance Resource Partners (100.0%),Alliance Resource Partners (100.0%),,"Mine No. 1, formerly known as White Oak Mine is an underground coal mine, operated by Hamilton County Coal, LLC, a subsidiary of Alliance Resource Partners, producing 6.2 million short tons per annum, in Hamilton County, Illinois, United States.",2014,operating,operating,operating,operating
Hanglaiwan Coal Mine,China,Asia,1.780964196,Coal,M0232,https://www.gem.wiki/Hanglaiwan_Coal_Mine,38.530798,109.871886,GEM,Shaanxi Youse Yulin Coal Industry Company,Shaanxi Youser Group (62.4%);Shaanxi Yanchang Petroleum Group (37.6%),Shaanxi Youser Group (62.4%);Shaanxi Yanchang Petroleum Group (37.6%),,陕西有色榆林煤业有限公司杭来湾煤矿 位于陕西省榆林市榆阳区金鸡滩镇。,No start year available,operating,operating,operating,operating
Harmaliyah,Saudi Arabia,Asia,1.028095523,Oil&Gas,No informations available on GEM,No informations available on GEM,25.65120303337985,42.43672615020694,Country CB,,No informations on company (100.0%),No informations on company (100.0%),,No description available,No start year available,operating,,operating,operating
Hassi Messaoud,Algeria,Africa,1.215923408,Oil&Gas,OG0012632,https://www.gem.wiki/Hassi_Messaoud_Oil_and_Gas_Field_(Algeria),31.854,5.8,GEM,Sonatrach,Sonatrach SPA (100.0%),Sonatrach SPA (100.0%),,Hassi Messaoud Field is an operating oil and gas field in Algeria.,No start year available,operating,operating,operating,operating
Hassi R'Mel (Domestic),Algeria,Africa,2.271542343,Oil&Gas,OG0012634,https://www.gem.wiki/Hassi_R'Mel_Gas_Field_(Algeria),33.064,3.202,GEM,Sonatrach,Sonatrach SPA (100.0%),Sonatrach SPA (100.0%),,Hassi R'Mel Field is an operating gas field in Algeria.,1961,operating,operating,operating,operating
